Comente,texto_final,sentimento_bert
@nalvastss eles te devolveram é que estou com o mesmo problema até agora nada de resposta,nalvastss eles devolveram que estou com mesmo problema até agora nada resposta,Neutral
"Atenção NUBANK meu sogro foi furtado em SP e roubaram o celular; mesmo após bloquear o imei do aparelho; e fazer boletim de ocorrência, conseguiram fazer um empréstimo no nome dele, e a NUBANK está se negando ao cancelar esse empréstimo, e agora ele vai ter que arcar com esse prejuízo. Por favor o ajude.",atenção nubank meu sogro foi furtado roubaram celular mesmo após bloquear imei aparelho fazer boletim ocorrência conseguiram fazer empréstimo nome dele nubank está negando cancelar esse empréstimo agora ele vai ter que arcar com esse prejuízo por favor ajude,Neutral
"Atenção NUBANK meu sogro foi furtado em SP e roubaram o celular; mesmo após bloquear o imei do aparelho; e fazer boletim de ocorrência, conseguiram fazer um empréstimo no nome dele, e a NUBANK está se negando ao cancelar esse empréstimo, e agora ele vai ter que arcar com esse prejuízo. Por favor o ajude.",atenção nubank meu sogro foi furtado roubaram celular mesmo após bloquear imei aparelho fazer boletim ocorrência conseguiram fazer empréstimo nome dele nubank está negando cancelar esse empréstimo agora ele vai ter que arcar com esse prejuízo por favor ajude,Neutral
"Nao devolveram, me deram o prazo de que até o dia 7 de maio eles devolveriam o dinheiro para uma outra conta que eu tenha em meu nome,  ou seja estou no aguardo desde o dia 22 bloqueada pra devolverem o meu dinheiro..é absurdo..absurdo. amanhã eu volto aqui pra responder se devolveram.",nao devolveram deram prazo que até dia maio eles devolveriam dinheiro para uma outra conta que tenha meu nome seja estou aguardo desde dia bloqueada pra devolverem meu dinheiroé absurdoabsurdo amanhã volto aqui pra responder devolveram,Neutral
Alguém teve o valor de volta ?,alguém teve valor volta,Neutral
"@prisilvaoficiall eu tbm amava, ate bloquearem todos os meus cartoes, cancelarem minhas contas e nao devolverem o meu dinheiro. Boa sorte!",prisilvaoficiall tbm amava ate bloquearem todos meus cartoes cancelarem minhas contas nao devolverem meu dinheiro boa sorte,Neutral
👋 olá sou cliente de vcs e li nesse instagram @prontofaleyyy  q vcs estão  c os dias contados e q vão encerrar suas atividades isso procede?? 🔥🔥🔥🔥,olá sou cliente vcs nesse instagram prontofaleyyy vcs estão dias contados vão encerrar suas atividades isso procede,Neutral
Fora campos neto,fora campos neto,Neutral
Fora campos neto,fora campos neto,Neutral
"Cuide do seu dinheiro, aos poucos eles roubam seu dinheiro. CUIDADO, É GOLPE. JÁ PERDI MILHARES DE DÓLARES COM ELES!",cuide seu dinheiro aos poucos eles roubam seu dinheiro cuidado golpe perdi milhares dólares com eles,Neutral
Amo Meu Roxinho 💜,amo meu roxinho,Neutral
É verdade que a nubenk vai para de existir ? Assim estão comentando é verdade @nubank,verdade que nubenk vai para existir assim estão comentando verdade nubank,Neutral
Banco lixo tô tentando fazer pix e tá fora do ar faz tempo,banco lixo tentando fazer pix fora faz tempo,Neutral
"Passei pela mesma situação. Demoraram quase 2 meses pra liberar meu dinheiro e ainda sumiram com uns 10 mil reais de reembolso que já tinham sido aprovados no meu cartão. Alegaram ‘prazo expirado’, mas na verdade foi falta de retorno deles, só mandam mensagem automática. O suporte é totalmente ineficiente.",passei pela mesma situação demoraram quase meses pra liberar meu dinheiro ainda sumiram com uns mil reais reembolso que tinham sido aprovados meu cartão alegaram prazo expirado mas verdade foi falta retorno deles mandam mensagem automática suporte totalmente ineficiente,Neutral
"@nubank vcs irão parar de funcionar, é verdade?",nubank vcs irão parar funcionar verdade,Neutral
"@bourique_ Passei pela mesma situação. Demoraram quase 2 meses pra liberar meu dinheiro e ainda sumiram com uns 10 mil reais de reembolso que já tinham sido aprovados no meu cartão. Alegaram ‘prazo expirado’, mas na verdade foi falta de retorno deles, só mandam mensagem automática. O suporte é totalmente ineficiente.",bourique  passei pela mesma situação demoraram quase meses pra liberar meu dinheiro ainda sumiram com uns mil reais reembolso que tinham sido aprovados meu cartão alegaram prazo expirado mas verdade foi falta retorno deles mandam mensagem automática suporte totalmente ineficiente,Neutral
E verdade q o nunbk vai sumir ?? Oss blogs estão soltando que vai,verdade nunbk vai sumir oss blogs estão soltando que vai,Neutral
@nubank acabei de receber um novo email de vocês me deram um prazo de 10 dias para fazer a tratativa espero que consigam 😢,nubank acabei receber novo email vocês deram prazo dias para fazer tratativa espero que consigam,Neutral
"Eu vou entrar com uma liminar e danos morais porque segurar um dinheiro que não é do banco é um absurdo, façam a mesma coisa não existe o banco Segura l que não é dele que eles cancele mais não segura o dinheiro,  temos compromisso.",vou entrar com uma liminar danos morais porque segurar dinheiro que não banco absurdo façam mesma coisa não existe banco segura que não dele que eles cancele mais não segura dinheiro temos compromisso,Neutral
Conseguiu recuperar o dinheiro? Tou passando pelo mesmo tou morrendo de medo😖,conseguiu recuperar dinheiro tou passando pelo mesmo tou morrendo medo,Neutral
@083_c.ronaldo não,083 cronaldo não,Neutral
Vou colocar na tv nos noticiários vamos correr atrás do que é nosso,vou colocar nos noticiários vamos correr atrás que nosso,Neutral
"@nubank depositei um valor de um carro que vendi , ai o Nubank foi lá e bloqueou e cancelou minha conta agora estou presizando do valor e não tou conseguindo retirar faz 3 dias que falaram que iriam mandar o e-mail para devolver e nada!",nubank depositei valor carro que vendi nubank foi bloqueou cancelou minha conta agora estou presizando valor não tou conseguindo retirar faz dias que falaram que iriam mandar email para devolver nada,Neutral
@nubank e pq tem cliente esperando por 2 meses? Basta ler os comentários! Vocês estão mexendo com patrimônio alheio!,nubank tem cliente esperando por meses basta ler comentários vocês estão mexendo com patrimônio alheio,Neutral
@reclameaqui,reclameaqui,Neutral
@bancocentraldobrasil,bancocentraldobrasil,Neutral
@fgc_br,fgc br,Neutral
@proconsp,proconsp,Neutral
@nubank não entendo porque fazem isso se eu comprovo  que o dinheiro é meu trabalhei anos para conquistar isso e passar por isso fico muito triste com isso!,nubank não entendo porque fazem isso comprovo que dinheiro meu trabalhei anos para conquistar isso passar por isso fico muito triste com isso,Neutral
@filipe_previatti @nubank responda!,filipe previatti nubank responda,Neutral
@083_c.ronaldo @nubank devolvam o nosso dinheiro! Isso é vergonhoso!,083 cronaldo nubank devolvam nosso dinheiro isso vergonhoso,Neutral
@ro.rcp @bancocentraldobrasil @fgc_br,rorcp bancocentraldobrasil fgc br,Neutral
Cadê o meu dinheiro ???,cadê meu dinheiro ,Neutral
Fui fazer um Pix hoje e vcs sumiram com 510 reais meus  quero que seja resolvido agora,fui fazer pix hoje vcs sumiram com 510 reais meus quero que seja resolvido agora,Neutral
Aumenta a porra do meu limite,aumenta porra meu limite,Neutral
@welrison_tavares fake.  O que eles tem que fazer é tirar Bank do nome pois ele é uma instituição financeira não um banco.,welrison tavares fake que eles tem que fazer tirar bank nome pois ele uma instituição financeira não banco,Neutral
@enf.karinaribeiro fake. O que eles tem que fazer é tirar Bank do nome pois ele é uma instituição financeira e não um banco.,enfkarinaribeiro fake que eles tem que fazer tirar bank nome pois ele uma instituição financeira não banco,Neutral
@nubank  é verdade isso? Que o banco vai parar de funcionar????? Dê um sinal de vida aos seus usuários!,nubank verdade isso que banco vai parar funcionar sinal vida aos seus usuários,Neutral
Serra que vai fechar @nubank mesmo ou e história,serra que vai fechar nubank mesmo história,Neutral
É verdade que vocês iram acabar? 😢,verdade que vocês iram acabar,Neutral
Vocês vão fechar mesmo?,vocês vão fechar mesmo,Neutral
"Eu e meu marido recebemos nossos pagamento em uma conta da Nubank a qual bloqueou os serviços da conta sem nenhum tipo de justificativa…estamos com o valor preso e só mandam aguardar 3 dias úteis!
Enquanto isso nossas contas ,alimentação,medicamentos  entre outros precisam aguardar tbm",meu marido recebemos nossos pagamento uma conta nubank qual bloqueou serviços conta sem nenhum tipo justificativaestamos com valor preso mandam aguardar dias úteis enquanto isso nossas contas alimentaçãomedicamentos entre outros precisam aguardar tbm,Neutral
"@nubank já verificamos e não nos deram motivo algum pra tal feito!
Além do prazo ,não pediram documentação ou qualquer coisa semelhante,o atendimento de vcs é pessimo só manda aguardar",nubank verificamos não nos deram motivo algum pra tal feito além prazo não pediram documentação qualquer coisa semelhanteo atendimento vcs pessimo manda aguardar,Neutral
@estevamfelipe_ sim,estevamfelipe  sim,Neutral
@welrison_tavares sim,welrison tavares sim,Neutral
Não tá dando pra fazer Pix,não dando pra fazer pix,Neutral
O bonito sapato feio kkkkk,bonito sapato feio kkkkk,Neutral
Lúdicos hahhhahhah,lúdicos hahhhahhah,Neutral
🙏🙏🙏🌻🌻🌻,nan,Neutral
👏🏼👏🏼👏🏼,nan,Neutral
Amei maravilhosa,amei maravilhosa,Neutral
UM BONITO SAPATO FEIO 😂,bonito sapato feio,Neutral
O meu não sai de 400,meu não sai 400,Neutral
Excelente,excelente,Positive
Desconta IR no resgate??,desconta resgate,Neutral
10 vidros de natato uns três Deca e uns dois vidros de masteron com proviron mais umas duas seringas será,vidros natato uns três deca uns dois vidros masteron com proviron mais umas duas seringas será,Neutral
A Anitta que não é Kkkk,anitta que não kkkk,Neutral
Há há há há,nan,Neutral
Nice try diddy,nice try diddy,Neutral
👏❤️👏❤️👏,nan,Neutral
"Aumenta meu limite aí, nuzinha!",aumenta meu limite aí nuzinha,Neutral
Um apartamento,apartamento,Neutral
"@nubank estou seguro ultilizando seus serviços né?
Não corro risco de perder saldos certo ?",nubank estou seguro ultilizando seus serviços né não corro risco perder saldos certo,Neutral
10 12 16,nan,Neutral
Ahahahahahaháá,ahahahahahaháá,Neutral
"Limitado a 5 mil reais somente.. com validade máxima de 2 anos, pouco mas já é alguma coisa, eu estou usando desde quando lançaram.",limitado mil reais somente com validade máxima anos pouco mas alguma coisa estou usando desde quando lançaram,Neutral
Muito dinheiroooo.,muito dinheiroooo,Neutral
Eu amo,amo,Neutral
Que maravilha 😍,que maravilha,Neutral
Sucesso sempre,sucesso sempre,Positive
Excelente,excelente,Positive
Manguinifico,manguinifico,Neutral
Oi boa tarde tudo bem passando aqui pra agradecer por ser diferente￼,boa tarde tudo bem passando aqui pra agradecer por ser diferente,Neutral
Legal demais 👏🏿,legal demais,Neutral
É nada kkkkkk,nada kkkkkk,Neutral
Minha fatura da Nu,minha fatura,Neutral
Por mais publis pra encher a caixinha de Jacirinha 💝,por mais publis pra encher caixinha jacirinha,Neutral
Amei ❤️,amei,Neutral
"ß !@Aas!-@a@aaaz_aa h ,fsads,asfalto, ,,,,,@sasas@@----@-as@, cbcAffzaa, ,ci,,",aasaaaaz aa fsadsasfalto sasasas cbcaffzaa ci,Neutral
C @,nan,Neutral
Xx,nan,Neutral
"Âa[[])"": !a#'Oza,a,za,a",âa aozaazaa,Neutral
C,nan,Neutral
Hahahaha,hahahaha,Neutral
😈😈🔥Hahahaha🔥,hahahaha,Neutral
Uma Ferrari,uma ferrari,Neutral
Gostei da explicação,gostei explicação,Neutral
Juros....,juros,Neutral
O algoritmo que me irritar hoje 🤬🤬🤬,algoritmo que irritar hoje,Neutral
Até um bonito sapato feio kkkkk 🤣🤣🤣🤣🤣 tu é luz✨,até bonito sapato feio kkkkk luz,Neutral
Bonito sapato feio! 😍,bonito sapato feio,Neutral
Um iPhone 17,iphone,Neutral
Isso me lembrou o episódio de peppa ping da caixa lá,isso lembrou episódio peppa ping caixa,Neutral
Essa mulher é demais!!!,essa mulher demais,Neutral
ESSA CAIXINHA ROXA CABE O MEU DINHEIRO QUE O CARTÃO ROXO TOMOU DE MIM,essa caixinha roxa cabe meu dinheiro que cartão roxo tomou mim,Neutral
Incrivel,incrivel,Neutral
Devolvam meus 7mil @nubank @bancocentraldobrasil,devolvam meus 7mil nubank bancocentraldobrasil,Neutral
Muito bom,muito bom,Neutral
Amei😍,amei,Neutral
Minhas dívidas 😂,minhas dívidas,Neutral
a minha dívida com o nu não cabe aí não kkkkk,minha dívida com não cabe não kkkkk,Neutral
Nessa caixinha roxa eu só lembrando da minha fatura da Nubank 😂,nessa caixinha roxa lembrando minha fatura nubank,Neutral
